CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
2363,20,Female,Two year,59.39,2919.71,No,No,27,No,Bank transfer,Yes,108.13740740740741,1603.53
2364,34,Male,One year,81.13,1602.03,Yes,Fiber optic,61,Yes,Bank transfer,No,26.2627868852459,4948.929999999999
2365,79,Male,Two year,24.45,4412.01,No,No,26,No,Electronic check,No,169.6926923076923,635.6999999999999
2366,61,Female,Two year,95.21,5698.32,Yes,Fiber optic,29,No,Electronic check,No,196.49379310344827,2761.0899999999997
2367,73,Female,Two year,27.91,5495.46,Yes,Fiber optic,44,No,Mailed check,No,124.89681818181818,1228.04
2368,45,Female,Two year,85.65,4974.45,No,No,29,No,Bank transfer,No,171.53275862068966,2483.8500000000004
2369,46,Female,Month-to-month,21.85,1340.61,Yes,No,2,Yes,Mailed check,Yes,670.305,43.7
2370,38,Male,One year,103.19,6727.23,No,Fiber optic,6,Yes,Electronic check,No,1121.205,619.14
2371,64,Female,One year,37.47,3519.85,No,No,9,Yes,Electronic check,No,391.09444444444443,337.23
2372,33,Male,Two year,71.55,1927.45,Yes,Fiber optic,15,Yes,Electronic check,No,128.49666666666667,1073.25
2373,54,Male,Month-to-month,46.15,872.88,No,No,58,Yes,Electronic check,No,15.049655172413793,2676.7
2374,76,Female,One year,92.26,3450.41,Yes,No,2,Yes,Electronic check,No,1725.205,184.52
2375,37,Male,One year,52.14,5020.19,Yes,No,3,Yes,Electronic check,No,1673.3966666666665,156.42000000000002
2376,23,Female,Two year,92.46,5389.95,No,No,52,Yes,Credit card,No,103.65288461538461,4807.92
2377,36,Male,Two year,48.49,7709.35,Yes,No,55,No,Credit card,No,140.17000000000002,2666.9500000000003
2378,74,Female,One year,95.25,1394.56,No,DSL,53,No,Mailed check,No,26.31245283018868,5048.25
2379,22,Male,One year,23.06,7889.03,No,DSL,40,Yes,Credit card,No,197.22575,922.4
2380,20,Male,Month-to-month,48.33,5306.47,Yes,No,39,Yes,Mailed check,Yes,136.06333333333333,1884.87
2381,76,Female,One year,69.86,,Yes,No,43,No,Mailed check,No,87.04627906976744,3003.98
2382,18,Female,One year,24.51,7127.91,No,No,13,No,Credit card,No,548.3007692307692,318.63
2383,75,Male,Two year,38.6,5616.94,No,Fiber optic,37,No,Bank transfer,No,151.80918918918917,1428.2
2384,77,Male,One year,567.25,2919.99,No,DSL,55,Yes,Mailed check,No,53.09072727272727,6239.75
2385,55,Female,Two year,117.68,7095.87,Yes,Fiber optic,32,No,Electronic check,No,221.7459375,3765.76
2386,32,Male,One year,93.97,5399.6,Yes,DSL,14,Yes,Mailed check,No,385.6857142857143,1315.58
2387,51,Female,One year,45.22,5650.93,No,DSL,65,No,Mailed check,No,86.93738461538462,2939.2999999999997
2388,78,Male,One year,46.05,,Yes,No,27,No,Bank transfer,No,266.3644444444445,1243.35
2389,52,Female,Month-to-month,84.58,3697.65,No,No,24,Yes,Electronic check,Yes,154.06875,2029.92
2390,66,Male,Two year,31.76,5323.85,Yes,Fiber optic,22,No,Bank transfer,No,241.99318181818182,698.72
2391,42,Female,Month-to-month,114.83,,No,Fiber optic,45,Yes,Bank transfer,No,133.52377777777778,5167.35
2392,41,Female,One year,42.48,3740.73,No,No,8,No,Bank transfer,No,467.59125,339.84
2393,29,Male,Month-to-month,119.96,850.93,No,No,67,Yes,Mailed check,No,12.70044776119403,8037.32
2394,35,Female,Two year,69.57,6217.23,No,DSL,64,Yes,Electronic check,Yes,97.14421875,4452.48
2395,32,Male,One year,97.14,572.97,No,DSL,47,Yes,Electronic check,Yes,12.190851063829788,4565.58
2396,61,Female,Month-to-month,20.22,,No,No,21,No,Bank transfer,Yes,276.17761904761903,424.62
2397,33,Female,Month-to-month,108.87,,Yes,DSL,32,Yes,Credit card,No,228.2759375,3483.84
2398,44,Female,Two year,47.0,2906.36,No,Fiber optic,45,No,Electronic check,No,64.58577777777778,2115.0
2399,25,Male,Month-to-month,86.79,,No,DSL,44,No,Electronic check,No,22.63818181818182,3818.76
2400,77,Female,Two year,100.64,2016.34,No,No,41,Yes,Bank transfer,No,49.1790243902439,4126.24
2401,63,Male,One year,36.41,4585.8,No,DSL,52,Yes,Mailed check,Yes,88.18846153846154,1893.3199999999997
2402,42,Female,One year,64.25,7552.75,No,No,11,No,Bank transfer,No,686.6136363636364,706.75
2403,34,Male,Month-to-month,69.38,4195.81,Yes,DSL,18,No,Credit card,No,233.1005555555556,1248.84
2404,46,Male,One year,51.21,1079.35,No,Fiber optic,11,Yes,Credit card,Yes,98.12272727272726,563.3100000000001
2405,70,Male,One year,68.18,5096.71,No,Fiber optic,27,No,Bank transfer,No,188.76703703703703,1840.8600000000001
2406,25,Female,Month-to-month,51.75,5916.19,No,No,43,Yes,Credit card,No,137.58581395348835,2225.25
2407,32,Male,One year,56.07,3267.61,No,No,65,Yes,Mailed check,No,50.270923076923076,3644.55
2408,44,Female,Month-to-month,86.93,5827.81,Yes,No,54,Yes,Mailed check,Yes,107.92240740740742,4694.22
2409,63,Male,Two year,83.26,2733.62,Yes,DSL,29,No,Mailed check,No,94.26275862068965,2414.54
2410,67,Male,Two year,43.23,6354.9,No,DSL,21,No,Credit card,Yes,302.6142857142857,907.8299999999999
2411,69,Male,Two year,109.75,2860.36,No,DSL,29,No,Mailed check,No,98.63310344827586,3182.75
2412,24,Male,Month-to-month,106.28,2197.64,Yes,Fiber optic,9,No,Bank transfer,No,244.1822222222222,956.52
2413,20,Female,Month-to-month,70.91,7057.61,No,No,61,Yes,Mailed check,No,115.69852459016393,4325.51
2414,46,Male,One year,63.33,4478.09,Yes,DSL,62,No,Credit card,No,72.22725806451614,3926.46
2415,61,Male,One year,57.69,2424.22,No,Fiber optic,71,Yes,Electronic check,No,34.143943661971825,4095.99
2416,70,Female,One year,90.73,7493.68,Yes,No,5,Yes,Credit card,Yes,1498.736,453.65000000000003
2417,41,Male,One year,87.17,5588.64,Yes,Fiber optic,15,No,Bank transfer,No,372.576,1307.55
2418,77,Male,One year,39.62,1921.46,No,No,57,No,Bank transfer,Yes,33.70982456140351,2258.3399999999997
2419,75,Male,Month-to-month,87.15,4994.21,No,DSL,5,No,Credit card,Yes,998.842,435.75
2420,20,Male,Month-to-month,45.24,6988.8,No,Fiber optic,20,Yes,Mailed check,No,349.44,904.8000000000001
2421,37,Female,Two year,21.86,5629.99,No,Fiber optic,4,No,Mailed check,Yes,1407.4975,87.44
2422,63,Female,Two year,89.92,2109.12,Yes,Fiber optic,56,Yes,Electronic check,No,37.66285714285714,5035.52
2423,32,Male,Two year,84.48,5261.02,Yes,No,34,Yes,Mailed check,No,154.7358823529412,2872.32
2424,42,Female,Two year,61.08,5029.44,No,No,40,No,Bank transfer,No,125.73599999999999,2443.2
2425,47,Female,Month-to-month,72.57,6602.58,Yes,Fiber optic,69,No,Mailed check,No,95.6895652173913,5007.33
2426,31,Male,Month-to-month,114.72,1589.43,No,No,68,No,Credit card,Yes,23.373970588235295,7800.96
2427,24,Female,Month-to-month,79.52,5657.15,No,Fiber optic,22,Yes,Credit card,No,257.1431818181818,1749.4399999999998
2428,34,Male,One year,85.79,,No,DSL,14,Yes,Electronic check,Yes,29.535,1201.0600000000002
2429,79,Female,One year,26.39,5630.17,Yes,Fiber optic,68,No,Bank transfer,No,82.79661764705882,1794.52
2430,61,Female,Two year,36.6,7691.41,No,Fiber optic,8,No,Credit card,Yes,961.42625,292.8
2431,37,Female,One year,50.1,1560.23,Yes,No,67,Yes,Bank transfer,No,23.287014925373136,3356.7000000000003
2432,53,Male,Month-to-month,73.94,2628.14,No,No,46,No,Mailed check,No,57.13347826086956,3401.24
2433,26,Female,Two year,97.66,4746.4,Yes,No,29,No,Electronic check,No,163.66896551724136,2832.14
2434,55,Male,Two year,52.12,5912.68,Yes,DSL,12,Yes,Electronic check,Yes,492.72333333333336,625.4399999999999
2435,65,Male,One year,55.64,2886.1,Yes,DSL,52,Yes,Mailed check,No,55.50192307692308,2893.28
2436,74,Female,Two year,45.62,5381.22,Yes,DSL,58,No,Credit card,No,92.7796551724138,2645.96
2437,77,Male,One year,45.46,,No,No,2,Yes,Bank transfer,Yes,3607.185,90.92
2438,39,Female,One year,114.89,5867.16,Yes,Fiber optic,1,No,Bank transfer,Yes,5867.16,114.89
2439,71,Male,Two year,83.55,,Yes,Fiber optic,55,Yes,Bank transfer,Yes,104.47236363636362,4595.25
2440,70,Male,One year,35.59,,No,Fiber optic,34,Yes,Credit card,No,93.51088235294117,1210.0600000000002
2441,70,Female,One year,92.22,7309.15,Yes,No,64,Yes,Mailed check,No,114.20546875,5902.08
2442,19,Female,One year,92.2,2363.12,No,No,68,Yes,Bank transfer,No,34.75176470588235,6269.6
2443,41,Female,One year,86.65,1801.19,Yes,DSL,12,No,Credit card,No,150.09916666666666,1039.8000000000002
2444,25,Female,Two year,33.47,3040.95,No,No,50,Yes,Bank transfer,Yes,60.818999999999996,1673.5
2445,28,Male,Month-to-month,60.8,5271.22,Yes,Fiber optic,21,No,Credit card,No,251.0104761904762,1276.8
2446,30,Male,Month-to-month,30.68,,Yes,DSL,10,Yes,Mailed check,Yes,692.109,306.8
2447,34,Male,One year,101.66,1230.21,Yes,DSL,70,No,Bank transfer,No,17.574428571428573,7116.2
2448,25,Female,One year,85.52,,Yes,No,14,Yes,Mailed check,No,467.69,1197.28
2449,38,Male,One year,70.72,6540.02,No,DSL,40,Yes,Electronic check,Yes,163.50050000000002,2828.8
2450,35,Female,Month-to-month,54.3,4777.97,Yes,DSL,30,No,Credit card,No,159.26566666666668,1629.0
2451,47,Male,One year,38.42,6133.05,No,No,14,Yes,Electronic check,No,438.075,537.88
2452,35,Female,Two year,30.64,1618.67,No,DSL,52,No,Mailed check,No,31.12826923076923,1593.28
2453,63,Male,Two year,116.92,1522.77,No,Fiber optic,17,No,Mailed check,No,89.57470588235294,1987.64
2454,64,Male,Two year,39.96,6929.84,No,No,62,Yes,Mailed check,No,111.77161290322582,2477.52
2455,48,Female,Month-to-month,25.99,4085.56,Yes,Fiber optic,22,Yes,Bank transfer,No,185.70727272727274,571.78
2456,55,Male,One year,116.17,2118.31,Yes,Fiber optic,53,No,Bank transfer,No,39.96811320754717,6157.01
2457,49,Female,One year,74.9,5572.1,Yes,Fiber optic,32,Yes,Mailed check,No,174.128125,2396.8
2458,28,Male,One year,99.67,7156.63,Yes,Fiber optic,55,Yes,Mailed check,No,130.12054545454546,5481.85
2459,62,Male,Month-to-month,24.38,,Yes,DSL,22,No,Bank transfer,No,233.27818181818182,536.36
2460,42,Female,Month-to-month,76.69,2909.29,Yes,DSL,38,Yes,Bank transfer,Yes,76.56026315789474,2914.22
2461,50,Female,Month-to-month,59.82,3969.25,No,No,50,Yes,Credit card,No,79.385,2991.0
2462,77,Male,Month-to-month,97.2,6067.7,No,No,66,Yes,Mailed check,No,91.93484848484849,6415.2
2463,55,Male,Two year,23.84,726.51,Yes,Fiber optic,45,Yes,Bank transfer,No,16.144666666666666,1072.8
2464,58,Male,Month-to-month,60.17,1893.88,Yes,Fiber optic,8,Yes,Bank transfer,No,236.735,481.36
2465,25,Male,Month-to-month,99.91,3808.15,Yes,No,65,No,Electronic check,No,58.58692307692308,6494.15
2466,28,Male,Month-to-month,72.27,4913.08,No,No,40,Yes,Mailed check,Yes,122.827,2890.7999999999997
2467,39,Male,One year,75.0,2845.49,Yes,No,5,Yes,Mailed check,No,569.098,375.0
2468,68,Female,One year,29.72,2527.45,Yes,No,45,No,Bank transfer,No,56.16555555555555,1337.3999999999999
2469,41,Female,One year,33.23,,Yes,Fiber optic,46,Yes,Electronic check,No,11.365217391304347,1528.58
2470,58,Female,Two year,87.7,454.29,No,No,36,No,Credit card,No,12.619166666666667,3157.2000000000003
2471,34,Male,Two year,87.5,2373.82,No,DSL,17,No,Mailed check,No,139.6364705882353,1487.5
2472,29,Male,Month-to-month,117.91,4337.95,Yes,Fiber optic,41,Yes,Credit card,No,105.80365853658536,4834.3099999999995
2473,74,Male,One year,91.2,4539.7,No,DSL,30,Yes,Mailed check,No,151.32333333333332,2736.0
2474,63,Female,Two year,69.32,4053.41,No,No,52,No,Bank transfer,No,77.9501923076923,3604.6399999999994
2475,49,Female,One year,105.73,,No,DSL,20,Yes,Credit card,No,169.8535,2114.6
2476,32,Male,Two year,30.45,2167.87,Yes,No,36,No,Mailed check,No,60.21861111111111,1096.2
2477,33,Male,Two year,64.93,3325.42,Yes,DSL,66,Yes,Credit card,No,50.38515151515151,4285.38
2478,71,Female,Month-to-month,48.71,,No,Fiber optic,45,Yes,Bank transfer,No,28.496222222222222,2191.95
2479,39,Female,Month-to-month,30.46,1099.02,No,DSL,4,No,Electronic check,No,274.755,121.84
2480,45,Female,Two year,96.35,2539.56,No,Fiber optic,50,No,Electronic check,No,50.791199999999996,4817.5
2481,37,Male,Month-to-month,71.08,7963.72,Yes,DSL,55,No,Credit card,No,144.7949090909091,3909.4
2482,50,Male,Two year,75.68,2746.68,No,DSL,59,No,Credit card,No,46.55389830508474,4465.120000000001
2483,27,Male,Two year,61.13,7504.36,No,Fiber optic,42,No,Credit card,Yes,178.6752380952381,2567.46
2484,57,Female,One year,66.03,3259.64,Yes,Fiber optic,2,No,Mailed check,No,1629.82,132.06
2485,49,Female,Month-to-month,31.6,3624.28,No,No,46,No,Bank transfer,Yes,78.78869565217391,1453.6000000000001
2486,67,Male,Month-to-month,87.29,6417.09,No,Fiber optic,2,No,Credit card,No,3208.545,174.58
2487,77,Male,Month-to-month,63.24,930.38,Yes,Fiber optic,50,No,Electronic check,No,18.6076,3162.0
2488,50,Female,One year,101.68,1622.04,No,No,1,No,Mailed check,No,1622.04,101.68
2489,19,Male,One year,39.63,7795.95,No,Fiber optic,13,Yes,Credit card,No,599.6884615384615,515.19
2490,50,Female,One year,40.51,4146.16,No,Fiber optic,70,Yes,Mailed check,No,59.23085714285714,2835.7
2491,50,Female,Month-to-month,422.9,545.62,No,DSL,22,No,Credit card,No,24.80090909090909,1860.76
2492,58,Male,Month-to-month,104.6,,Yes,No,17,Yes,Credit card,Yes,33.50411764705883,1778.1999999999998
2493,30,Female,Month-to-month,67.22,7276.48,Yes,No,59,No,Mailed check,Yes,123.33016949152541,3965.98
2494,47,Male,One year,92.7,7012.25,Yes,DSL,70,Yes,Bank transfer,No,100.175,6489.0
2495,50,Female,One year,119.93,3775.51,No,No,3,Yes,Bank transfer,Yes,1258.5033333333333,359.79
2496,30,Female,Two year,119.03,,Yes,DSL,70,Yes,Electronic check,No,21.04471428571429,8332.1
2497,69,Male,One year,94.43,6676.22,Yes,Fiber optic,49,Yes,Bank transfer,No,136.24938775510205,4627.070000000001
2498,43,Female,Two year,93.96,2731.88,No,No,50,Yes,Bank transfer,No,54.6376,4698.0
2499,39,Male,Month-to-month,44.76,3468.66,Yes,Fiber optic,35,No,Mailed check,Yes,99.10457142857142,1566.6
2500,56,Male,One year,103.35,5523.32,No,No,23,Yes,Mailed check,No,240.14434782608694,2377.0499999999997
2501,19,Female,Month-to-month,60.51,2956.51,No,Fiber optic,7,Yes,Electronic check,No,422.35857142857145,423.57
2502,55,Male,Month-to-month,116.2,5103.63,No,No,50,No,Credit card,No,102.07260000000001,5810.0
2503,56,Male,Month-to-month,28.14,7105.21,Yes,No,10,Yes,Mailed check,Yes,710.521,281.4
2504,43,Male,Month-to-month,63.58,6419.51,Yes,Fiber optic,55,Yes,Mailed check,No,116.71836363636363,3496.9
2505,63,Male,One year,75.58,3176.57,No,DSL,19,Yes,Mailed check,No,167.1878947368421,1436.02
2506,75,Male,Month-to-month,60.52,2445.91,Yes,No,23,Yes,Bank transfer,No,106.34391304347825,1391.96
2507,67,Male,Two year,41.06,2426.98,No,DSL,64,Yes,Mailed check,No,37.9215625,2627.84
2508,32,Female,One year,79.3,2919.01,Yes,DSL,33,Yes,Electronic check,No,88.4548484848485,2616.9
2509,51,Male,Month-to-month,95.59,4049.43,Yes,DSL,66,Yes,Electronic check,No,61.355,6308.9400000000005
2510,59,Female,One year,84.48,3449.46,Yes,DSL,9,No,Mailed check,Yes,383.2733333333333,760.32
2511,72,Female,Two year,43.44,1237.43,Yes,DSL,29,No,Credit card,No,42.67,1259.76
2512,61,Male,Month-to-month,93.16,1474.96,Yes,DSL,18,No,Mailed check,No,81.94222222222223,1676.8799999999999
2513,66,Female,Two year,45.69,2874.85,No,No,71,Yes,Electronic check,No,40.49084507042254,3243.99
2514,57,Female,Month-to-month,37.52,4584.1,Yes,DSL,29,Yes,Credit card,No,158.07241379310346,1088.0800000000002
2515,28,Male,Two year,89.07,4822.78,Yes,No,61,No,Bank transfer,No,79.06196721311476,5433.2699999999995
2516,78,Male,Month-to-month,104.28,3992.42,Yes,No,5,No,Mailed check,No,798.484,521.4
2517,20,Male,One year,68.15,5962.45,Yes,No,69,No,Electronic check,No,86.4123188405797,4702.35
2518,76,Female,Month-to-month,73.14,5950.54,Yes,Fiber optic,56,Yes,Bank transfer,No,106.25964285714285,4095.84
2519,23,Female,One year,50.27,3535.49,No,DSL,52,No,Electronic check,No,67.9901923076923,2614.04
2520,26,Male,Month-to-month,69.46,1170.64,No,Fiber optic,15,Yes,Bank transfer,No,78.04266666666668,1041.8999999999999
2521,23,Male,Month-to-month,33.2,4335.36,No,DSL,20,No,Electronic check,Yes,216.76799999999997,664.0
2522,26,Female,Two year,115.58,3175.46,Yes,Fiber optic,16,No,Electronic check,No,198.46625,1849.28
2523,56,Female,Two year,100.04,1275.8,Yes,No,25,Yes,Bank transfer,No,51.032,2501.0
2524,48,Female,Two year,86.8,7858.17,No,Fiber optic,57,Yes,Mailed check,No,137.86263157894737,4947.599999999999
2525,49,Female,Month-to-month,73.82,3084.09,No,No,21,Yes,Electronic check,Yes,146.86142857142858,1550.2199999999998
2526,58,Male,Month-to-month,99.22,5081.22,No,Fiber optic,5,Yes,Credit card,Yes,1016.244,496.1
2527,67,Female,Month-to-month,69.48,4023.01,No,DSL,9,Yes,Mailed check,No,447.00111111111113,625.32
2528,29,Female,One year,50.0,1314.06,Yes,DSL,11,Yes,Credit card,No,119.46,550.0
2529,25,Female,One year,36.04,633.24,No,Fiber optic,65,No,Electronic check,No,9.742153846153846,2342.6
2530,25,Female,Month-to-month,84.76,5081.0,Yes,Fiber optic,63,Yes,Bank transfer,No,80.65079365079364,5339.88
2531,67,Male,Two year,112.94,2126.77,No,DSL,26,Yes,Mailed check,No,81.79884615384616,2936.44
2532,45,Male,Two year,35.36,2100.5,Yes,Fiber optic,19,Yes,Bank transfer,No,110.55263157894737,671.84
2533,79,Female,Two year,38.0,7664.41,Yes,Fiber optic,16,No,Bank transfer,No,479.025625,608.0
2534,37,Female,Month-to-month,63.36,3801.83,Yes,DSL,56,No,Credit card,No,67.88982142857142,3548.16
2535,79,Male,Two year,100.69,,No,No,68,Yes,Credit card,Yes,6.316470588235294,6846.92
2536,64,Male,Month-to-month,49.39,2850.77,Yes,DSL,30,Yes,Mailed check,No,95.02566666666667,1481.7
2537,76,Female,One year,45.39,4759.03,Yes,DSL,7,Yes,Mailed check,No,679.8614285714285,317.73
2538,24,Female,Two year,82.0,2762.83,No,Fiber optic,12,Yes,Mailed check,No,230.23583333333332,984.0
2539,28,Male,One year,73.56,409.45,No,DSL,24,Yes,Credit card,No,17.060416666666665,1765.44
2540,37,Male,Two year,26.02,3665.63,No,DSL,22,Yes,Credit card,No,166.61954545454546,572.4399999999999
2541,33,Male,Month-to-month,28.15,1026.07,No,Fiber optic,47,No,Bank transfer,No,21.83127659574468,1323.05
2542,21,Male,Month-to-month,84.3,5029.45,No,Fiber optic,30,Yes,Bank transfer,No,167.64833333333334,2529.0
2543,23,Male,Month-to-month,66.51,5032.78,No,No,60,Yes,Bank transfer,No,83.87966666666667,3990.6000000000004
2544,75,Male,Month-to-month,117.1,,Yes,DSL,39,Yes,Mailed check,No,12.68,4566.9
2545,39,Female,Two year,87.85,,Yes,No,20,Yes,Electronic check,No,123.35999999999999,1757.0
2546,43,Male,One year,21.01,3426.75,No,No,26,No,Credit card,No,131.79807692307693,546.26
2547,20,Male,Month-to-month,68.1,4492.06,No,No,49,Yes,Mailed check,No,91.67469387755102,3336.8999999999996
2548,58,Male,Two year,61.44,2509.29,Yes,No,69,No,Credit card,No,36.366521739130434,4239.36
2549,77,Male,One year,30.67,2444.42,Yes,DSL,42,Yes,Electronic check,Yes,58.200476190476195,1288.14
2550,59,Female,Month-to-month,112.32,7867.52,Yes,DSL,6,Yes,Credit card,No,1311.2533333333333,673.92
2551,31,Female,One year,100.5,526.53,No,DSL,53,Yes,Credit card,Yes,9.934528301886791,5326.5
2552,28,Male,Month-to-month,43.01,7914.55,Yes,No,34,No,Credit card,No,232.78088235294118,1462.34
2553,35,Female,One year,45.6,572.47,Yes,Fiber optic,69,No,Bank transfer,No,8.296666666666667,3146.4
2554,71,Female,One year,23.2,2449.06,No,DSL,10,Yes,Electronic check,Yes,244.906,232.0
2555,29,Female,Month-to-month,49.67,4050.79,No,No,28,Yes,Mailed check,No,144.67107142857142,1390.76
2556,40,Female,Two year,78.46,1317.73,No,No,3,Yes,Mailed check,No,439.24333333333334,235.38
2557,29,Female,One year,62.08,1251.8,Yes,No,48,Yes,Mailed check,No,26.079166666666666,2979.84
2558,30,Female,Month-to-month,116.93,2199.24,No,No,66,Yes,Electronic check,Yes,33.32181818181818,7717.38
2559,42,Male,One year,25.61,,Yes,No,35,Yes,Credit card,No,222.66742857142856,896.35
2560,62,Male,One year,79.14,,Yes,No,52,Yes,Mailed check,No,60.863653846153845,4115.28
2561,68,Male,Two year,105.83,4614.76,No,DSL,62,No,Electronic check,No,74.43161290322581,6561.46
2562,75,Male,One year,68.07,5693.47,Yes,Fiber optic,52,No,Bank transfer,No,109.48980769230769,3539.6399999999994
2563,36,Male,One year,20.3,,No,DSL,47,Yes,Electronic check,Yes,127.43255319148936,954.1
2564,72,Female,Month-to-month,44.28,5566.72,No,DSL,54,Yes,Bank transfer,No,103.08740740740741,2391.12
2565,63,Male,Month-to-month,52.38,2828.04,No,No,28,Yes,Electronic check,No,101.00142857142858,1466.64
2566,53,Male,Two year,116.6,1071.48,No,DSL,23,Yes,Bank transfer,No,46.58608695652174,2681.7999999999997
2567,62,Female,One year,111.18,2397.39,Yes,Fiber optic,35,Yes,Mailed check,No,68.49685714285714,3891.3
2568,25,Female,One year,114.92,1840.3,No,Fiber optic,32,Yes,Electronic check,No,57.509375,3677.44
2569,46,Male,One year,102.58,,Yes,No,2,No,Bank transfer,No,631.48,205.16
2570,72,Female,Two year,55.16,391.07,Yes,Fiber optic,16,No,Credit card,No,24.441875,882.56
2571,70,Female,One year,110.59,7498.66,No,No,16,No,Mailed check,No,468.66625,1769.44
2572,72,Female,Month-to-month,118.17,7384.07,Yes,Fiber optic,51,Yes,Mailed check,No,144.7856862745098,6026.67
2573,49,Female,Two year,55.01,593.25,No,Fiber optic,67,No,Bank transfer,No,8.854477611940299,3685.67
2574,68,Male,Month-to-month,46.06,1550.06,No,DSL,54,Yes,Bank transfer,No,28.704814814814814,2487.2400000000002
2575,61,Female,Month-to-month,74.69,1288.1,No,Fiber optic,20,No,Electronic check,Yes,64.405,1493.8
2576,35,Male,Two year,38.72,2393.54,Yes,No,33,Yes,Bank transfer,No,72.53151515151515,1277.76
2577,23,Male,Month-to-month,23.26,1791.74,No,Fiber optic,8,No,Bank transfer,No,223.9675,186.08
2578,35,Female,One year,114.58,7577.66,No,Fiber optic,24,Yes,Credit card,No,315.73583333333335,2749.92
2579,36,Female,Two year,112.57,856.53,Yes,DSL,53,No,Mailed check,No,16.160943396226415,5966.21
2580,39,Female,Month-to-month,36.27,1851.03,No,No,64,No,Bank transfer,No,28.92234375,2321.28
2581,54,Male,One year,60.77,829.64,No,No,58,No,Bank transfer,No,14.304137931034482,3524.6600000000003
2582,49,Female,One year,103.1,7847.01,No,No,37,Yes,Credit card,No,212.08135135135134,3814.7
2583,73,Female,Month-to-month,86.1,7363.63,No,DSL,12,Yes,Bank transfer,Yes,613.6358333333334,1033.1999999999998
2584,58,Female,One year,59.48,5789.73,No,Fiber optic,4,Yes,Credit card,No,1447.4325,237.92
2585,76,Female,Two year,94.42,3522.59,No,No,31,Yes,Mailed check,No,113.63193548387098,2927.02
2586,20,Female,Month-to-month,109.7,1683.39,Yes,Fiber optic,38,Yes,Mailed check,No,44.29973684210527,4168.6
2587,45,Male,One year,112.62,1927.62,No,Fiber optic,37,No,Credit card,No,52.09783783783784,4166.9400000000005
2588,27,Female,One year,57.88,3655.71,No,Fiber optic,14,Yes,Credit card,No,261.1221428571429,810.32
2589,68,Female,Month-to-month,37.36,6192.14,No,DSL,24,Yes,Mailed check,No,258.0058333333333,896.64
2590,52,Female,Month-to-month,111.28,2264.89,No,Fiber optic,10,Yes,Mailed check,No,226.48899999999998,1112.8
2591,78,Male,Month-to-month,29.26,2624.18,Yes,DSL,38,No,Credit card,No,69.05736842105263,1111.88
2592,46,Female,Month-to-month,92.17,4879.57,No,DSL,43,No,Electronic check,No,113.47837209302325,3963.31
2593,71,Male,Two year,34.05,2054.29,Yes,DSL,37,No,Mailed check,Yes,55.52135135135135,1259.85
2594,32,Male,Month-to-month,58.94,4756.91,No,No,42,Yes,Mailed check,No,113.2597619047619,2475.48
2595,50,Female,Two year,61.16,3219.62,No,DSL,32,Yes,Credit card,No,100.613125,1957.12
2596,24,Female,Two year,35.88,468.07,Yes,No,14,No,Credit card,No,33.433571428571426,502.32000000000005
2597,29,Female,Month-to-month,112.27,3341.07,Yes,DSL,4,Yes,Credit card,No,835.2675,449.08
2598,66,Male,Two year,20.27,7372.3,No,DSL,24,Yes,Electronic check,No,307.1791666666667,486.48
2599,47,Male,Month-to-month,109.38,2486.27,No,DSL,10,Yes,Credit card,Yes,248.627,1093.8
2600,38,Male,Month-to-month,108.38,2718.09,No,DSL,16,Yes,Electronic check,No,169.880625,1734.08
2601,48,Male,One year,51.7,714.34,No,Fiber optic,39,Yes,Credit card,Yes,18.316410256410258,2016.3000000000002
2602,75,Male,Month-to-month,452.15000000000003,,No,Fiber optic,18,No,Credit card,No,277.63166666666666,1627.7400000000002
2603,78,Male,One year,45.28,6824.09,No,DSL,25,No,Electronic check,No,272.9636,1132.0
2604,41,Female,Two year,95.88,2952.8,Yes,Fiber optic,7,No,Bank transfer,No,421.8285714285715,671.16
2605,37,Female,One year,76.11,2073.92,No,No,56,Yes,Mailed check,No,37.034285714285716,4262.16
2606,54,Male,Two year,50.02,7661.57,No,Fiber optic,47,No,Credit card,No,163.01212765957447,2350.94
2607,21,Female,Month-to-month,60.02,6011.57,No,Fiber optic,3,Yes,Bank transfer,No,2003.8566666666666,180.06
2608,45,Female,Two year,88.99,4623.88,Yes,Fiber optic,1,No,Electronic check,Yes,4623.88,88.99
2609,61,Male,Two year,110.61,2583.14,Yes,DSL,33,Yes,Credit card,Yes,78.27696969696969,3650.13
2610,79,Male,Month-to-month,33.07,1922.22,Yes,No,71,Yes,Electronic check,No,27.073521126760564,2347.97
2611,37,Female,Two year,77.14,5782.8,No,DSL,59,No,Electronic check,No,98.0135593220339,4551.26
2612,77,Male,Month-to-month,45.37,4269.95,Yes,No,32,No,Electronic check,No,133.4359375,1451.84
2613,41,Male,One year,100.14,4260.68,No,DSL,17,No,Bank transfer,No,250.62823529411767,1702.38
2614,67,Female,Month-to-month,27.02,774.94,No,Fiber optic,17,Yes,Electronic check,No,45.58470588235294,459.34
2615,66,Male,Month-to-month,88.9,4195.12,No,No,21,No,Mailed check,No,199.76761904761904,1866.9
2616,68,Female,Two year,37.49,6617.4,No,Fiber optic,55,No,Credit card,No,120.31636363636363,2061.9500000000003
